date,arena,age_group,host_club,team_count,game_count,furthest_travel,cancelled,cancellation_reason
2026-09-05,Varner Arena / Askerhallen,JU12,Frisk Asker,4,6,Ringerike 1~50km,nei,
2026-09-05,Varner Arena / Askerhallen,U12,Frisk Asker,4,6,Tønsberg Grå~82km,nei,
2026-09-05,Varner Arena / Askerhallen,U8,Frisk Asker,8,28,Skien~109km,nei,
2026-09-05,Baerum ishall,U9,Jutul,8,28,Skien~121km,nei,
2026-09-06,Baerum ishall,U11,Jutul,6,15,Tønsberg Grå~92km,nei,
2026-09-06,Kongsberghallen,U12,Kongsberg,4,6,Tønsberg Hvit~80km,nei,
2026-09-12,Baerum ishall,JU10,Jutul,6,15,Skien~121km,nei,
2026-09-12,Sandefjord ishall,U11,Sandefjord Penguins,6,15,Ringerike 2~150km,nei,
2026-09-12,Baerum ishall,U12,Jutul,4,6,Tønsberg Rød~92km,nei,
2026-09-12,Baerum ishall,U7,Jutul,8,28,Sandefjord~114km,nei,
2026-09-13,Baerum ishall,JU12,Jutul,4,6,Ringerike 2~44km,nei,
2026-09-13,Baerum ishall,U10,Jutul,6,15,Kongsberg~73km,nei,
2026-09-13,Baerum ishall,U11,Jutul,6,15,Sandefjord~114km,nei,
2026-09-19,Baerum ishall,JU8,Jutul,7,21,Skien~121km,nei,
2026-09-19,Baerum ishall,U11,Jutul,6,15,Skien~121km,nei,
2026-09-19,Holmenkollen ishall,U12,Holmen,4,6,Ringerike 1~49km,nei,
2026-09-19,Baerum ishall,U8,Jutul,8,28,Tønsberg~92km,nei,
2026-09-20,Skien ishall,JU12,Skien,4,6,Frisk Asker Orange~109km,nei,
2026-09-20,Baerum ishall,U10,Jutul,6,15,Tønsberg~92km,nei,
2026-09-20,Ringerikshallen,U12,Ringerike,4,6,Kongsberg~85km,nei,
2026-09-26,Kongsberghallen,U10,Kongsberg,6,15,Ringerike 3~85km,nei,
2026-09-26,Varner Arena / Askerhallen,U11,Frisk Asker,6,15,Tønsberg Rød~82km,nei,
2026-09-26,Baerum ishall,U12,Jutul,4,6,Tønsberg Rød~92km,nei,
2026-09-26,Sandefjord ishall,U9,Sandefjord Penguins,8,28,Jar Hvit~114km,nei,
2026-09-27,Varner Arena / Askerhallen,JU12,Frisk Asker,4,6,Jar~14km,nei,
2026-09-27,Holmenkollen ishall,U11,Holmen,6,15,Skien~111km,nei,
2026-09-27,Varner Arena / Askerhallen,U7,Frisk Asker,8,28,Jar Hvit~14km,nei,
2026-10-03,Varner Arena / Askerhallen,U11,Frisk Asker,6,15,Sandefjord~103km,nei,
2026-10-03,Varner Arena / Askerhallen,U12,Frisk Asker,4,6,Tønsberg Grå~82km,nei,
2026-10-03,Baerum ishall,U8,Jutul,8,28,Ringerike 1~44km,nei,
2026-10-03,Kongsberghallen,U9,Kongsberg,8,28,Ringerike 1~85km,nei,
2026-10-04,Varner Arena / Askerhallen,JU10,Frisk Asker,6,15,Skien~109km,nei,
2026-10-04,Varner Arena / Askerhallen,U10,Frisk Asker,6,15,Ringerike 4~50km,nei,
2026-10-04,Baerum ishall,U11,Jutul,6,15,Tønsberg Grå~92km,nei,
2026-10-04,Holmenkollen ishall,U12,Holmen,4,6,Tønsberg Hvit~83km,nei,
2026-10-10,Ringerikshallen,JU12,Ringerike,4,6,Skien~147km,nei,
2026-10-10,Varner Arena / Askerhallen,U10,Frisk Asker,6,15,Tønsberg~82km,nei,
2026-10-10,Varner Arena / Askerhallen,U12,Frisk Asker,4,6,Ringerike 2~50km,nei,
2026-10-11,Holmenkollen ishall,U12,Holmen,4,6,Tønsberg Grå~83km,nei,
2026-10-11,Sandefjord ishall,U8,Sandefjord Penguins,8,28,Ringerike 2~150km,nei,
2026-10-11,Skien ishall,U9,Skien,8,28,Jar Hvit~122km,nei,
2026-10-17,Baerum ishall,JU12,Jutul,4,6,Tønsberg~92km,nei,
2026-10-17,Varner Arena / Askerhallen,U10,Frisk Asker,6,15,Kongsberg~62km,nei,
2026-10-17,Ringerikshallen,U12,Ringerike,4,6,Tønsberg Hvit~131km,nei,
2026-10-18,Baerum ishall,U12,Jutul,4,6,Tønsberg Rød~92km,nei,
2026-10-18,Holmenkollen ishall,U7,Holmen,8,28,Sandefjord~104km,nei,
2026-10-18,Varner Arena / Askerhallen,U9,Frisk Asker,8,28,Jar Blå~14km,nei,
2026-10-24,Varner Arena / Askerhallen,JU12,Frisk Asker,4,6,Ringerike 2~50km,nei,
2026-10-24,Holmenkollen ishall,U10,Holmen,6,15,Ringerike 1~49km,nei,
2026-10-24,Varner Arena / Askerhallen,U12,Frisk Asker,4,6,Kongsberg~62km,nei,
2026-10-25,Skien ishall,JU8,Skien,7,21,Ringerike 1~147km,nei,
2026-10-25,Varner Arena / Askerhallen,U11,Frisk Asker,6,15,Ringerike 1~50km,nei,
2026-10-25,Ringerikshallen,U12,Ringerike,4,6,Frisk Asker 4~50km,nei,
2026-10-25,Holmenkollen ishall,U8,Holmen,8,28,Skien~111km,nei,
2026-10-31,Baerum ishall,JU12,Jutul,4,6,Tønsberg~92km,nei,
2026-10-31,Holmenkollen ishall,U10,Holmen,6,15,Ringerike 2~49km,nei,
2026-10-31,Varner Arena / Askerhallen,U12,Frisk Asker,4,6,Jar Svart~14km,nei,
2026-11-01,Holmenkollen ishall,U10,Holmen,6,15,Ringerike 2~49km,nei,
2026-11-01,Varner Arena / Askerhallen,U11,Frisk Asker,6,15,Kongsberg~62km,nei,
2026-11-01,Varner Arena / Askerhallen,U12,Frisk Asker,4,6,Tønsberg Grå~82km,nei,
2026-11-01,Varner Arena / Askerhallen,U9,Frisk Asker,8,28,Skien~109km,nei,
2026-11-07,Varner Arena / Askerhallen,JU10,Frisk Asker,6,15,Skien~109km,nei,
2026-11-07,Ringerikshallen,U10,Ringerike,6,15,Tønsberg~131km,nei,
2026-11-07,Varner Arena / Askerhallen,U11,Frisk Asker,6,15,Skien~109km,nei,
2026-11-07,Sandefjord ishall,U7,Sandefjord Penguins,8,28,Jar Grønn~114km,nei,
2026-11-08,Ringerikshallen,JU12,Ringerike,4,6,Skien~147km,nei,
2026-11-08,Varner Arena / Askerhallen,U12,Frisk Asker,4,6,Tønsberg Hvit~82km,nei,
2026-11-08,Baerum ishall,U8,Jutul,8,28,Skien~121km,nei,
2026-11-14,Varner Arena / Askerhallen,U10,Frisk Asker,6,15,Kongsberg~62km,nei,
2026-11-14,Baerum ishall,U11,Jutul,6,15,Tønsberg Rød~92km,nei,
2026-11-14,Holmenkollen ishall,U12,Holmen,4,6,Tønsberg Rød~83km,nei,
2026-11-14,Varner Arena / Askerhallen,U9,Frisk Asker,8,28,Ringerike 1~50km,nei,
2026-11-15,Skien ishall,JU12,Skien,4,6,Jar Hvit~122km,nei,
2026-11-15,Jarhallen,U10,Jar,6,15,Ringerike 3~45km,nei,
2026-11-15,Ringerikshallen,U11,Ringerike,6,15,Tønsberg Grå~131km,nei,
2026-11-15,Ringerikshallen,U12,Ringerike,4,6,Frisk Asker 2~50km,nei,
2026-11-21,Varner Arena / Askerhallen,JU12,Frisk Asker,4,6,Skien~109km,nei,
2026-11-21,Varner Arena / Askerhallen,U11,Frisk Asker,6,15,Tønsberg Hvit~82km,nei,
2026-11-21,Jarhallen,U8,Jar,8,28,Sandefjord~114km,nei,
2026-11-21,Holmenkollen ishall,U9,Holmen,8,28,Ringerike 1~49km,nei,
2026-11-22,Baerum ishall,JU12,Jutul,4,6,Ringerike 1~44km,nei,
2026-11-22,Holmenkollen ishall,U11,Holmen,6,15,Skien~111km,nei,
2026-11-22,Varner Arena / Askerhallen,U12,Frisk Asker,4,6,Tønsberg Rød~82km,nei,
2026-11-22,Baerum ishall,U7,Jutul,8,28,Sandefjord~114km,nei,
2026-11-28,Ringerikshallen,JU10,Ringerike,6,15,Skien~147km,nei,
2026-11-28,Baerum ishall,U10,Jutul,6,15,Ringerike 3~44km,nei,
2026-11-28,Holmenkollen ishall,U11,Holmen,6,15,Tønsberg Rød~83km,nei,
2026-11-28,Baerum ishall,U12,Jutul,4,6,Tønsberg Hvit~92km,nei,
2026-11-29,Jarhallen,JU12,Jar,4,6,Tønsberg~92km,nei,
2026-11-29,Holmenkollen ishall,U10,Holmen,6,15,Tønsberg~83km,nei,
2026-11-29,Ringerikshallen,U11,Ringerike,6,15,Sandefjord~150km,nei,
2026-11-29,Jarhallen,U12,Jar,4,6,Tønsberg Grå~92km,nei,
2026-12-05,Jarhallen,JU10,Jar,6,15,Skien~122km,nei,
2026-12-05,Varner Arena / Askerhallen,JU8,Frisk Asker,7,21,Skien~109km,nei,
2026-12-05,Ringerikshallen,U10,Ringerike,6,15,Kongsberg~85km,nei,
2026-12-05,Kongsberghallen,U11,Kongsberg,6,15,Ringerike 2~85km,nei,
2026-12-05,Varner Arena / Askerhallen,U8,Frisk Asker,8,28,Ringerike 2~50km,nei,
2026-12-06,Varner Arena / Askerhallen,U10,Frisk Asker,6,15,Ringerike 2~50km,nei,
2026-12-06,Baerum ishall,U11,Jutul,6,15,Tønsberg Hvit~92km,nei,
2026-12-06,Kongsberghallen,U12,Kongsberg,4,6,Ringerike 1~85km,nei,
2026-12-06,Varner Arena / Askerhallen,U9,Frisk Asker,8,28,Skien~109km,nei,
2026-12-12,Ringerikshallen,JU12,Ringerike,4,6,Skien~147km,nei,
2026-12-12,Varner Arena / Askerhallen,U11,Frisk Asker,6,15,Jar Grønn~14km,nei,
2026-12-12,Varner Arena / Askerhallen,U12,Frisk Asker,4,6,Tønsberg Rød~82km,nei,
2026-12-12,Jarhallen,U7,Jar,8,28,Frisk Asker 3~14km,nei,
2026-12-13,Jarhallen,U10,Jar,6,15,Tønsberg~92km,nei,
2026-12-13,Jarhallen,U11,Jar,6,15,Tønsberg Hvit~92km,nei,
2026-12-13,Varner Arena / Askerhallen,U8,Frisk Asker,8,28,Skien~109km,nei,
2026-12-13,Baerum ishall,U9,Jutul,8,28,Frisk Asker 2~12km,nei,
2027-01-09,Holmenkollen ishall,U10,Holmen,6,15,Kongsberg~64km,nei,
2027-01-09,Sandefjord ishall,U11,Sandefjord Penguins,6,15,Jar Hvit~114km,nei,
2027-01-09,Jarhallen,U12,Jar,4,6,Tønsberg Hvit~92km,nei,
2027-01-10,Skien ishall,U11,Skien,6,15,Ringerike 1~147km,nei,
2027-01-10,Ringerikshallen,U12,Ringerike,4,6,Tønsberg Grå~131km,nei,
2027-01-10,Baerum ishall,U8,Jutul,8,28,Tønsberg~92km,nei,
2027-01-10,Jarhallen,U9,Jar,8,28,Skien~122km,nei,
2027-01-16,Varner Arena / Askerhallen,JU12,Frisk Asker,4,6,Tønsberg~82km,nei,
2027-01-16,Kongsberghallen,U11,Kongsberg,6,15,Ringerike 2~85km,nei,
2027-01-16,Holmenkollen ishall,U12,Holmen,4,6,Ringerike 2~49km,nei,
2027-01-16,Holmenkollen ishall,U8,Holmen,8,28,Jar Rød~12km,nei,
2027-01-17,Baerum ishall,JU12,Jutul,4,6,Skien~121km,nei,
2027-01-17,Jarhallen,JU8,Jar,7,21,Skien~122km,nei,
2027-01-17,Ringerikshallen,U10,Ringerike,6,15,Frisk Asker 2~50km,nei,
2027-01-17,Jarhallen,U11,Jar,6,15,Frisk Asker 2~14km,nei,
2027-01-17,Varner Arena / Askerhallen,U12,Frisk Asker,4,6,Jar Lilla~14km,nei,
2027-01-23,Varner Arena / Askerhallen,JU10,Frisk Asker,6,15,Ringerike 1~50km,nei,
2027-01-23,Holmenkollen ishall,U9,Holmen,8,28,Tønsberg~83km,nei,
2027-01-24,Varner Arena / Askerhallen,U10,Frisk Asker,6,15,Ringerike 2~50km,nei,
2027-01-24,Holmenkollen ishall,U7,Holmen,8,28,Sandefjord~104km,nei,
2027-01-30,Holmenkollen ishall,U8,Holmen,8,28,Skien~111km,nei,
2027-01-31,Jarhallen,JU10,Jar,6,15,Skien~122km,nei,
2027-01-31,Baerum ishall,U10,Jutul,6,15,Kongsberg~73km,nei,
2027-01-31,Varner Arena / Askerhallen,U9,Frisk Asker,8,28,Jar Hvit~14km,nei,
2027-02-06,Jarhallen,U10,Jar,6,15,Tønsberg~92km,nei,
