date,arena,age_group,home,away,parallel_slot
2026-09-26,Holmenkollen ishall,U9,Jar Blå,Sandefjord,2
2026-09-26,Holmenkollen ishall,U9,Kongsberg,Frisk Asker 2,3
2026-10-10,Skien ishall,JU12,Skien,Frisk Asker Svart,0
2026-10-10,Skien ishall,JU12,Kongsberg/Tønsberg,Ringerike 1,1
2026-10-10,Skien ishall,JU12,Skien,Ringerike 1,0
2026-10-10,Skien ishall,JU12,Kongsberg/Tønsberg,Frisk Asker Svart,1
2026-10-10,Skien ishall,JU12,Skien,Kongsberg/Tønsberg,0
2026-10-10,Skien ishall,JU12,Ringerike 1,Frisk Asker Svart,1
2026-09-27,Baerum ishall,U11,Jutul Rød,Tønsberg Grå,0
2026-09-27,Baerum ishall,U11,Holmen Hockey Hvit,Jar Hvit,1
2026-09-27,Baerum ishall,U11,Jar Blå,Frisk Asker 2,2
2026-09-27,Baerum ishall,U11,Jutul Rød,Jar Hvit,0
2026-09-27,Baerum ishall,U11,Frisk Asker 2,Tønsberg Grå,1
2026-09-27,Baerum ishall,U11,Jar Blå,Holmen Hockey Hvit,2
2026-09-27,Baerum ishall,U11,Jutul Rød,Frisk Asker 2,0
2026-09-27,Baerum ishall,U11,Jar Hvit,Jar Blå,1
2026-09-27,Baerum ishall,U11,Tønsberg Grå,Holmen Hockey Hvit,2
2026-09-27,Baerum ishall,U11,Jutul Rød,Jar Blå,0
2026-09-27,Baerum ishall,U11,Holmen Hockey Hvit,Frisk Asker 2,1
2026-09-27,Baerum ishall,U11,Tønsberg Grå,Jar Hvit,2
2026-09-27,Baerum ishall,U11,Jutul Rød,Holmen Hockey Hvit,0
2026-09-27,Baerum ishall,U11,Jar Blå,Tønsberg Grå,1
2026-09-27,Baerum ishall,U11,Frisk Asker 2,Jar Hvit,2
2027-04-11,Varner Arena / Askerhallen,U7,Frisk Asker 3,Jar Blå,0
2027-04-11,Varner Arena / Askerhallen,U7,Frisk Asker 1,Holmen Hockey Hvit,1
2027-04-11,Varner Arena / Askerhallen,U7,Jar Hvit,Sandefjord,2
2027-04-11,Varner Arena / Askerhallen,U7,Holmen Hockey Sort,Jutul Hvit,3
2027-04-11,Varner Arena / Askerhallen,U7,Frisk Asker 3,Holmen Hockey Hvit,0
2027-04-11,Varner Arena / Askerhallen,U7,Sandefjord,Jar Blå,1
2027-04-11,Varner Arena / Askerhallen,U7,Jutul Hvit,Frisk Asker 1,2
2027-04-11,Varner Arena / Askerhallen,U7,Holmen Hockey Sort,Jar Hvit,3
2027-04-11,Varner Arena / Askerhallen,U7,Frisk Asker 3,Sandefjord,0
2027-04-11,Varner Arena / Askerhallen,U7,Holmen Hockey Hvit,Jutul Hvit,1
2027-04-11,Varner Arena / Askerhallen,U7,Jar Blå,Holmen Hockey Sort,2
2027-04-11,Varner Arena / Askerhallen,U7,Frisk Asker 1,Jar Hvit,3
2027-04-11,Varner Arena / Askerhallen,U7,Frisk Asker 3,Jutul Hvit,0
2027-04-11,Varner Arena / Askerhallen,U7,Holmen Hockey Sort,Sandefjord,1
2027-04-11,Varner Arena / Askerhallen,U7,Jar Hvit,Holmen Hockey Hvit,2
2027-04-11,Varner Arena / Askerhallen,U7,Frisk Asker 1,Jar Blå,3
2027-04-11,Varner Arena / Askerhallen,U7,Frisk Asker 3,Holmen Hockey Sort,0
2027-04-11,Varner Arena / Askerhallen,U7,Jutul Hvit,Jar Hvit,1
2027-04-11,Varner Arena / Askerhallen,U7,Sandefjord,Frisk Asker 1,2
2027-04-11,Varner Arena / Askerhallen,U7,Holmen Hockey Hvit,Jar Blå,3
2027-04-11,Varner Arena / Askerhallen,U7,Frisk Asker 3,Jar Hvit,0
2027-04-11,Varner Arena / Askerhallen,U7,Frisk Asker 1,Holmen Hockey Sort,1
2027-04-11,Varner Arena / Askerhallen,U7,Jar Blå,Jutul Hvit,2
2027-04-11,Varner Arena / Askerhallen,U7,Holmen Hockey Hvit,Sandefjord,3
2027-04-11,Varner Arena / Askerhallen,U7,Frisk Asker 3,Frisk Asker 1,0
2027-04-11,Varner Arena / Askerhallen,U7,Jar Hvit,Jar Blå,1
2027-04-11,Varner Arena / Askerhallen,U7,Holmen Hockey Sort,Holmen Hockey Hvit,2
2027-04-11,Varner Arena / Askerhallen,U7,Jutul Hvit,Sandefjord,3
2026-10-03,Varner Arena / Askerhallen,U11,Frisk Asker 3,Sandefjord,0
2026-10-03,Varner Arena / Askerhallen,U11,Jar Grønn,Kongsberg,1
2026-10-03,Varner Arena / Askerhallen,U11,Jar Svart,Tønsberg Hvit,2
2026-10-03,Varner Arena / Askerhallen,U11,Frisk Asker 3,Kongsberg,0
2026-10-03,Varner Arena / Askerhallen,U11,Tønsberg Hvit,Sandefjord,1
2026-10-03,Varner Arena / Askerhallen,U11,Jar Svart,Jar Grønn,2
2026-10-03,Varner Arena / Askerhallen,U11,Frisk Asker 3,Tønsberg Hvit,0
2026-10-03,Varner Arena / Askerhallen,U11,Kongsberg,Jar Svart,1
2026-10-03,Varner Arena / Askerhallen,U11,Sandefjord,Jar Grønn,2
2026-10-03,Varner Arena / Askerhallen,U11,Frisk Asker 3,Jar Svart,0
2026-10-03,Varner Arena / Askerhallen,U11,Jar Grønn,Tønsberg Hvit,1
2026-10-03,Varner Arena / Askerhallen,U11,Sandefjord,Kongsberg,2
2026-10-03,Varner Arena / Askerhallen,U11,Frisk Asker 3,Jar Grønn,0
2026-10-03,Varner Arena / Askerhallen,U11,Jar Svart,Sandefjord,1
2026-10-03,Varner Arena / Askerhallen,U11,Tønsberg Hvit,Kongsberg,2
2026-10-03,Varner Arena / Askerhallen,U12,Frisk Asker 3,Ringerike 1,0
2026-10-03,Varner Arena / Askerhallen,U12,Jar Hvit,Tønsberg Grå,1
2026-10-03,Varner Arena / Askerhallen,U12,Frisk Asker 3,Tønsberg Grå,0
2026-10-03,Varner Arena / Askerhallen,U12,Jar Hvit,Ringerike 1,1
2026-10-03,Varner Arena / Askerhallen,U12,Frisk Asker 3,Jar Hvit,0
2026-10-03,Varner Arena / Askerhallen,U12,Tønsberg Grå,Ringerike 1,1
2026-10-03,Baerum ishall,U8,Jutul Gul,Frisk Asker 2,0
2026-10-03,Baerum ishall,U8,Jutul Grønn,Jar Hvit,1
2026-10-03,Baerum ishall,U8,Frisk Asker 5,Ringerike 1,2
2026-10-03,Baerum ishall,U8,Kongsberg,Holmen Hockey Sort,3
2026-10-03,Baerum ishall,U8,Jutul Gul,Jar Hvit,0
2026-10-03,Baerum ishall,U8,Ringerike 1,Frisk Asker 2,1
2026-10-03,Baerum ishall,U8,Holmen Hockey Sort,Jutul Grønn,2
2026-10-03,Baerum ishall,U8,Kongsberg,Frisk Asker 5,3
2026-10-03,Baerum ishall,U8,Jutul Gul,Ringerike 1,0
2026-10-03,Baerum ishall,U8,Jar Hvit,Holmen Hockey Sort,1
2026-10-03,Baerum ishall,U8,Frisk Asker 2,Kongsberg,2
2026-10-03,Baerum ishall,U8,Jutul Grønn,Frisk Asker 5,3
2026-10-03,Baerum ishall,U8,Jutul Gul,Holmen Hockey Sort,0
2026-10-03,Baerum ishall,U8,Kongsberg,Ringerike 1,1
2026-10-03,Baerum ishall,U8,Frisk Asker 5,Jar Hvit,2
2026-10-03,Baerum ishall,U8,Jutul Grønn,Frisk Asker 2,3
2026-10-03,Baerum ishall,U8,Jutul Gul,Kongsberg,0
2026-10-03,Baerum ishall,U8,Holmen Hockey Sort,Frisk Asker 5,1
2026-10-03,Baerum ishall,U8,Ringerike 1,Jutul Grønn,2
2026-10-03,Baerum ishall,U8,Jar Hvit,Frisk Asker 2,3
2026-10-03,Baerum ishall,U8,Jutul Gul,Frisk Asker 5,0
2026-10-03,Baerum ishall,U8,Jutul Grønn,Kongsberg,1
2026-10-03,Baerum ishall,U8,Frisk Asker 2,Holmen Hockey Sort,2
2026-10-03,Baerum ishall,U8,Jar Hvit,Ringerike 1,3
2026-10-03,Baerum ishall,U8,Jutul Gul,Jutul Grønn,0
2026-10-03,Baerum ishall,U8,Frisk Asker 5,Frisk Asker 2,1
2026-10-03,Baerum ishall,U8,Kongsberg,Jar Hvit,2
2026-10-03,Baerum ishall,U8,Holmen Hockey Sort,Ringerike 1,3
2026-10-03,Baerum ishall,U9,Jutul Rød,Ringerike 1,0
2026-10-03,Baerum ishall,U9,Jutul Hvit,Frisk Asker 5,1
2026-10-03,Baerum ishall,U9,Tønsberg,Frisk Asker 1,2
2026-10-03,Baerum ishall,U9,Holmen Hockey Rød,Jar Hvit,3
2026-10-03,Baerum ishall,U9,Jutul Rød,Frisk Asker 5,0
2026-10-03,Baerum ishall,U9,Frisk Asker 1,Ringerike 1,1
2026-10-03,Baerum ishall,U9,Jar Hvit,Jutul Hvit,2
2026-10-03,Baerum ishall,U9,Holmen Hockey Rød,Tønsberg,3
2026-10-03,Baerum ishall,U9,Jutul Rød,Frisk Asker 1,0
2026-10-03,Baerum ishall,U9,Frisk Asker 5,Jar Hvit,1
2026-10-03,Baerum ishall,U9,Ringerike 1,Holmen Hockey Rød,2
2026-10-03,Baerum ishall,U9,Jutul Hvit,Tønsberg,3
2026-10-03,Baerum ishall,U9,Jutul Rød,Jar Hvit,0
2026-10-03,Baerum ishall,U9,Holmen Hockey Rød,Frisk Asker 1,1
2026-10-03,Baerum ishall,U9,Tønsberg,Frisk Asker 5,2
2026-10-03,Baerum ishall,U9,Jutul Hvit,Ringerike 1,3
2026-10-03,Baerum ishall,U9,Jutul Rød,Holmen Hockey Rød,0
2026-10-03,Baerum ishall,U9,Jar Hvit,Tønsberg,1
2026-10-03,Baerum ishall,U9,Frisk Asker 1,Jutul Hvit,2
2026-10-03,Baerum ishall,U9,Frisk Asker 5,Ringerike 1,3
2026-10-03,Baerum ishall,U9,Jutul Rød,Tønsberg,0
2026-10-03,Baerum ishall,U9,Jutul Hvit,Holmen Hockey Rød,1
2026-10-03,Baerum ishall,U9,Ringerike 1,Jar Hvit,2
2026-10-03,Baerum ishall,U9,Frisk Asker 5,Frisk Asker 1,3
2026-10-03,Baerum ishall,U9,Jutul Rød,Jutul Hvit,0
2026-10-03,Baerum ishall,U9,Tønsberg,Ringerike 1,1
2026-10-03,Baerum ishall,U9,Holmen Hockey Rød,Frisk Asker 5,2
2026-10-03,Baerum ishall,U9,Jar Hvit,Frisk Asker 1,3
2026-11-14,Varner Arena / Askerhallen,JU10,Frisk Asker Orange,Jar Hvit,0
2026-11-14,Varner Arena / Askerhallen,JU10,Frisk Asker Svart,Skien,1
2026-11-14,Varner Arena / Askerhallen,JU10,Jar Blå,Ringerike 1,2
2026-11-14,Varner Arena / Askerhallen,JU10,Frisk Asker Orange,Skien,0
2026-11-14,Varner Arena / Askerhallen,JU10,Ringerike 1,Jar Hvit,1
2026-11-14,Varner Arena / Askerhallen,JU10,Jar Blå,Frisk Asker Svart,2
2026-11-14,Varner Arena / Askerhallen,JU10,Frisk Asker Orange,Ringerike 1,0
2026-11-14,Varner Arena / Askerhallen,JU10,Skien,Jar Blå,1
2026-11-14,Varner Arena / Askerhallen,JU10,Jar Hvit,Frisk Asker Svart,2
2026-11-14,Varner Arena / Askerhallen,JU10,Frisk Asker Orange,Jar Blå,0
2026-11-14,Varner Arena / Askerhallen,JU10,Frisk Asker Svart,Ringerike 1,1
2026-11-14,Varner Arena / Askerhallen,JU10,Jar Hvit,Skien,2
2026-11-14,Varner Arena / Askerhallen,JU10,Frisk Asker Orange,Frisk Asker Svart,0
2026-11-14,Varner Arena / Askerhallen,JU10,Jar Blå,Jar Hvit,1
2026-11-14,Varner Arena / Askerhallen,JU10,Ringerike 1,Skien,2
2026-10-04,Holmenkollen ishall,U10,Holmen Hockey Sort,Jutul Hvit,0
2026-10-04,Holmenkollen ishall,U10,Frisk Asker 6,Ringerike 4,1
2026-10-04,Holmenkollen ishall,U10,Jar Hvit,Tønsberg,2
2026-10-04,Holmenkollen ishall,U10,Holmen Hockey Sort,Ringerike 4,0
2026-10-04,Holmenkollen ishall,U10,Tønsberg,Jutul Hvit,1
2026-10-04,Holmenkollen ishall,U10,Jar Hvit,Frisk Asker 6,2
2026-10-04,Holmenkollen ishall,U10,Holmen Hockey Sort,Tønsberg,0
2026-10-04,Holmenkollen ishall,U10,Ringerike 4,Jar Hvit,1
2026-10-04,Holmenkollen ishall,U10,Jutul Hvit,Frisk Asker 6,2
2026-10-04,Holmenkollen ishall,U10,Holmen Hockey Sort,Jar Hvit,0
2026-10-04,Holmenkollen ishall,U10,Frisk Asker 6,Tønsberg,1
2026-10-04,Holmenkollen ishall,U10,Jutul Hvit,Ringerike 4,2
2026-10-04,Holmenkollen ishall,U10,Holmen Hockey Sort,Frisk Asker 6,0
2026-10-04,Holmenkollen ishall,U10,Jar Hvit,Jutul Hvit,1
2026-10-04,Holmenkollen ishall,U10,Tønsberg,Ringerike 4,2
2026-10-04,Baerum ishall,U11,Jutul Rød,Holmen Hockey Rød,0
2026-10-04,Baerum ishall,U11,Jar Gul,Jar Oransje,1
2026-10-04,Baerum ishall,U11,Frisk Asker 4,Ringerike 2,2
2026-10-04,Baerum ishall,U11,Jutul Rød,Jar Oransje,0
2026-10-04,Baerum ishall,U11,Ringerike 2,Holmen Hockey Rød,1
2026-10-04,Baerum ishall,U11,Frisk Asker 4,Jar Gul,2
2026-10-04,Baerum ishall,U11,Jutul Rød,Ringerike 2,0
2026-10-04,Baerum ishall,U11,Jar Oransje,Frisk Asker 4,1
2026-10-04,Baerum ishall,U11,Holmen Hockey Rød,Jar Gul,2
2026-10-04,Baerum ishall,U11,Jutul Rød,Frisk Asker 4,0
2026-10-04,Baerum ishall,U11,Jar Gul,Ringerike 2,1
2026-10-04,Baerum ishall,U11,Holmen Hockey Rød,Jar Oransje,2
2026-10-04,Baerum ishall,U11,Jutul Rød,Jar Gul,0
2026-10-04,Baerum ishall,U11,Frisk Asker 4,Holmen Hockey Rød,1
2026-10-04,Baerum ishall,U11,Ringerike 2,Jar Oransje,2
2026-10-04,Holmenkollen ishall,U12,Holmen Hockey Hvit,Tønsberg Hvit,0
2026-10-04,Holmenkollen ishall,U12,Jar Rød,Frisk Asker 4,1
2026-10-04,Holmenkollen ishall,U12,Holmen Hockey Hvit,Frisk Asker 4,0
2026-10-04,Holmenkollen ishall,U12,Jar Rød,Tønsberg Hvit,1
2026-10-04,Holmenkollen ishall,U12,Holmen Hockey Hvit,Jar Rød,0
2026-10-04,Holmenkollen ishall,U12,Frisk Asker 4,Tønsberg Hvit,1
2026-09-27,Skien ishall,JU12,Skien,Tønsberg,0
2026-09-27,Skien ishall,JU12,Ringerike 2,Jar Hvit,1
2026-09-27,Skien ishall,JU12,Skien,Jar Hvit,0
2026-09-27,Skien ishall,JU12,Ringerike 2,Tønsberg,1
2026-09-27,Skien ishall,JU12,Skien,Ringerike 2,0
2026-09-27,Skien ishall,JU12,Jar Hvit,Tønsberg,1
2026-10-10,Baerum ishall,U10,Jutul Grønn,Kongsberg,0
2026-10-10,Baerum ishall,U10,Frisk Asker 3,Ringerike 3,1
2026-10-10,Baerum ishall,U10,Jar Blå,Holmen Hockey Hvit,2
2026-10-10,Baerum ishall,U10,Jutul Grønn,Ringerike 3,0
2026-10-10,Baerum ishall,U10,Holmen Hockey Hvit,Kongsberg,1
2026-10-10,Baerum ishall,U10,Jar Blå,Frisk Asker 3,2
2026-10-10,Baerum ishall,U10,Jutul Grønn,Holmen Hockey Hvit,0
2026-10-10,Baerum ishall,U10,Ringerike 3,Jar Blå,1
2026-10-10,Baerum ishall,U10,Kongsberg,Frisk Asker 3,2
2026-10-10,Baerum ishall,U10,Jutul Grønn,Jar Blå,0
2026-10-10,Baerum ishall,U10,Frisk Asker 3,Holmen Hockey Hvit,1
2026-10-10,Baerum ishall,U10,Kongsberg,Ringerike 3,2
2026-10-10,Baerum ishall,U10,Jutul Grønn,Frisk Asker 3,0
2026-10-10,Baerum ishall,U10,Jar Blå,Kongsberg,1
2026-10-10,Baerum ishall,U10,Holmen Hockey Hvit,Ringerike 3,2
2026-10-10,Varner Arena / Askerhallen,U12,Frisk Asker 1,Ringerike 2,0
2026-10-10,Varner Arena / Askerhallen,U12,Jar Svart,Kongsberg,1
2026-10-10,Varner Arena / Askerhallen,U12,Frisk Asker 1,Kongsberg,0
2026-10-10,Varner Arena / Askerhallen,U12,Jar Svart,Ringerike 2,1
2026-10-10,Varner Arena / Askerhallen,U12,Frisk Asker 1,Jar Svart,0
2026-10-10,Varner Arena / Askerhallen,U12,Kongsberg,Ringerike 2,1
2027-01-10,Holmenkollen ishall,U12,Holmen Hockey Rød,Frisk Asker 2,0
2027-01-10,Holmenkollen ishall,U12,Jar Rød,Tønsberg Rød,1
2027-01-10,Holmenkollen ishall,U12,Holmen Hockey Rød,Tønsberg Rød,0
2027-01-10,Holmenkollen ishall,U12,Jar Rød,Frisk Asker 2,1
2027-01-10,Holmenkollen ishall,U12,Holmen Hockey Rød,Jar Rød,0
2027-01-10,Holmenkollen ishall,U12,Tønsberg Rød,Frisk Asker 2,1
2026-11-01,Baerum ishall,U8,Jutul Rød,Frisk Asker 5,0
2026-11-01,Baerum ishall,U8,Jutul Gul,Jar Blå,1
2026-11-01,Baerum ishall,U8,Sandefjord,Jar Rød,2
2026-11-01,Baerum ishall,U8,Frisk Asker 3,Holmen Hockey Blå,3
2026-11-01,Baerum ishall,U8,Jutul Rød,Jar Blå,0
2026-11-01,Baerum ishall,U8,Jar Rød,Frisk Asker 5,1
2026-11-01,Baerum ishall,U8,Holmen Hockey Blå,Jutul Gul,2
2026-11-01,Baerum ishall,U8,Frisk Asker 3,Sandefjord,3
2026-11-01,Baerum ishall,U8,Jutul Rød,Jar Rød,0
2026-11-01,Baerum ishall,U8,Jar Blå,Holmen Hockey Blå,1
2026-11-01,Baerum ishall,U8,Frisk Asker 5,Frisk Asker 3,2
2026-11-01,Baerum ishall,U8,Jutul Gul,Sandefjord,3
2026-11-01,Baerum ishall,U8,Jutul Rød,Holmen Hockey Blå,0
2026-11-01,Baerum ishall,U8,Frisk Asker 3,Jar Rød,1
2026-11-01,Baerum ishall,U8,Sandefjord,Jar Blå,2
2026-11-01,Baerum ishall,U8,Jutul Gul,Frisk Asker 5,3
2026-11-01,Baerum ishall,U8,Jutul Rød,Frisk Asker 3,0
2026-11-01,Baerum ishall,U8,Holmen Hockey Blå,Sandefjord,1
2026-11-01,Baerum ishall,U8,Jar Rød,Jutul Gul,2
2026-11-01,Baerum ishall,U8,Jar Blå,Frisk Asker 5,3
2026-11-01,Baerum ishall,U8,Jutul Rød,Sandefjord,0
2026-11-01,Baerum ishall,U8,Jutul Gul,Frisk Asker 3,1
2026-11-01,Baerum ishall,U8,Frisk Asker 5,Holmen Hockey Blå,2
2026-11-01,Baerum ishall,U8,Jar Blå,Jar Rød,3
2026-11-01,Baerum ishall,U8,Jutul Rød,Jutul Gul,0
2026-11-01,Baerum ishall,U8,Sandefjord,Frisk Asker 5,1
2026-11-01,Baerum ishall,U8,Frisk Asker 3,Jar Blå,2
2026-11-01,Baerum ishall,U8,Holmen Hockey Blå,Jar Rød,3
2026-09-19,Skien ishall,U9,Skien,Holmen Hockey Rød,0
2026-09-19,Skien ishall,U9,Frisk Asker 3,Frisk Asker 2,1
2026-09-19,Skien ishall,U9,Holmen Hockey Hvit,Jutul Rød,2
2026-09-19,Skien ishall,U9,Jutul Gul,Jar Svart,3
2026-09-19,Skien ishall,U9,Skien,Frisk Asker 2,0
2026-09-19,Skien ishall,U9,Jutul Rød,Holmen Hockey Rød,1
2026-09-19,Skien ishall,U9,Jar Svart,Frisk Asker 3,2
2026-09-19,Skien ishall,U9,Jutul Gul,Holmen Hockey Hvit,3
2026-09-19,Skien ishall,U9,Skien,Jutul Rød,0
2026-09-19,Skien ishall,U9,Frisk Asker 2,Jar Svart,1
2026-09-19,Skien ishall,U9,Holmen Hockey Rød,Jutul Gul,2
2026-09-19,Skien ishall,U9,Frisk Asker 3,Holmen Hockey Hvit,3
2026-09-19,Skien ishall,U9,Skien,Jar Svart,0
2026-09-19,Skien ishall,U9,Jutul Gul,Jutul Rød,1
2026-09-19,Skien ishall,U9,Holmen Hockey Hvit,Frisk Asker 2,2
2026-09-19,Skien ishall,U9,Frisk Asker 3,Holmen Hockey Rød,3
2026-09-19,Skien ishall,U9,Skien,Jutul Gul,0
2026-09-19,Skien ishall,U9,Jar Svart,Holmen Hockey Hvit,1
2026-09-19,Skien ishall,U9,Jutul Rød,Frisk Asker 3,2
2026-09-19,Skien ishall,U9,Frisk Asker 2,Holmen Hockey Rød,3
2026-09-19,Skien ishall,U9,Skien,Holmen Hockey Hvit,0
2026-09-19,Skien ishall,U9,Frisk Asker 3,Jutul Gul,1
2026-09-19,Skien ishall,U9,Holmen Hockey Rød,Jar Svart,2
2026-09-19,Skien ishall,U9,Frisk Asker 2,Jutul Rød,3
2026-09-19,Skien ishall,U9,Skien,Frisk Asker 3,0
2026-09-19,Skien ishall,U9,Holmen Hockey Hvit,Holmen Hockey Rød,1
2026-09-19,Skien ishall,U9,Jutul Gul,Frisk Asker 2,2
2026-09-19,Skien ishall,U9,Jar Svart,Jutul Rød,3
2026-10-17,Baerum ishall,JU12,Tønsberg,Jar Hvit,0
2026-10-17,Baerum ishall,JU12,Ringerike 1,Frisk Asker Orange,1
2026-10-17,Baerum ishall,JU12,Tønsberg,Frisk Asker Orange,0
2026-10-17,Baerum ishall,JU12,Ringerike 1,Jar Hvit,1
2026-10-17,Baerum ishall,JU12,Tønsberg,Ringerike 1,0
2026-10-17,Baerum ishall,JU12,Frisk Asker Orange,Jar Hvit,1
2026-10-17,Holmenkollen ishall,U10,Holmen Hockey Rød,Frisk Asker 1,0
2026-10-17,Holmenkollen ishall,U10,Ringerike 4,Ringerike 2,1
2026-10-17,Holmenkollen ishall,U10,Jar Svart,Frisk Asker 5,2
2026-10-17,Holmenkollen ishall,U10,Holmen Hockey Rød,Ringerike 2,0
2026-10-17,Holmenkollen ishall,U10,Frisk Asker 5,Frisk Asker 1,1
2026-10-17,Holmenkollen ishall,U10,Jar Svart,Ringerike 4,2
2026-10-17,Holmenkollen ishall,U10,Holmen Hockey Rød,Frisk Asker 5,0
2026-10-17,Holmenkollen ishall,U10,Ringerike 2,Jar Svart,1
2026-10-17,Holmenkollen ishall,U10,Frisk Asker 1,Ringerike 4,2
2026-10-17,Holmenkollen ishall,U10,Holmen Hockey Rød,Jar Svart,0
2026-10-17,Holmenkollen ishall,U10,Ringerike 4,Frisk Asker 5,1
2026-10-17,Holmenkollen ishall,U10,Frisk Asker 1,Ringerike 2,2
2026-10-17,Holmenkollen ishall,U10,Holmen Hockey Rød,Ringerike 4,0
2026-10-17,Holmenkollen ishall,U10,Jar Svart,Frisk Asker 1,1
2026-10-17,Holmenkollen ishall,U10,Frisk Asker 5,Ringerike 2,2
2026-10-17,Baerum ishall,U12,Jutul Rød,Frisk Asker 3,0
2026-10-17,Baerum ishall,U12,Holmen Hockey Rød,Jar Blå,1
2026-10-17,Baerum ishall,U12,Jutul Rød,Jar Blå,0
2026-10-17,Baerum ishall,U12,Holmen Hockey Rød,Frisk Asker 3,1
2026-10-17,Baerum ishall,U12,Jutul Rød,Holmen Hockey Rød,0
2026-10-17,Baerum ishall,U12,Jar Blå,Frisk Asker 3,1
2026-10-18,Holmenkollen ishall,U12,Holmen Hockey Hvit,Frisk Asker 4,0
2026-10-18,Holmenkollen ishall,U12,Jar Hvit,Kongsberg,1
2026-10-18,Holmenkollen ishall,U12,Holmen Hockey Hvit,Kongsberg,0
2026-10-18,Holmenkollen ishall,U12,Jar Hvit,Frisk Asker 4,1
2026-10-18,Holmenkollen ishall,U12,Holmen Hockey Hvit,Jar Hvit,0
2026-10-18,Holmenkollen ishall,U12,Kongsberg,Frisk Asker 4,1
2027-01-16,Baerum ishall,U7,Jutul Hvit,Jar Hvit,0
2027-01-16,Baerum ishall,U7,Holmen Hockey Rød,Jar Rød,1
2027-01-16,Baerum ishall,U7,Tønsberg,Frisk Asker 2,2
2027-01-16,Baerum ishall,U7,Sandefjord,Jar Grønn,3
2027-01-16,Baerum ishall,U7,Jutul Hvit,Jar Rød,0
2027-01-16,Baerum ishall,U7,Frisk Asker 2,Jar Hvit,1
2027-01-16,Baerum ishall,U7,Jar Grønn,Holmen Hockey Rød,2
2027-01-16,Baerum ishall,U7,Sandefjord,Tønsberg,3
2027-01-16,Baerum ishall,U7,Jutul Hvit,Frisk Asker 2,0
2027-01-16,Baerum ishall,U7,Jar Rød,Jar Grønn,1
2027-01-16,Baerum ishall,U7,Jar Hvit,Sandefjord,2
2027-01-16,Baerum ishall,U7,Holmen Hockey Rød,Tønsberg,3
2027-01-16,Baerum ishall,U7,Jutul Hvit,Jar Grønn,0
2027-01-16,Baerum ishall,U7,Sandefjord,Frisk Asker 2,1
2027-01-16,Baerum ishall,U7,Tønsberg,Jar Rød,2
2027-01-16,Baerum ishall,U7,Holmen Hockey Rød,Jar Hvit,3
2027-01-16,Baerum ishall,U7,Jutul Hvit,Sandefjord,0
2027-01-16,Baerum ishall,U7,Jar Grønn,Tønsberg,1
2027-01-16,Baerum ishall,U7,Frisk Asker 2,Holmen Hockey Rød,2
2027-01-16,Baerum ishall,U7,Jar Rød,Jar Hvit,3
2027-01-16,Baerum ishall,U7,Jutul Hvit,Tønsberg,0
2027-01-16,Baerum ishall,U7,Holmen Hockey Rød,Sandefjord,1
2027-01-16,Baerum ishall,U7,Jar Hvit,Jar Grønn,2
2027-01-16,Baerum ishall,U7,Jar Rød,Frisk Asker 2,3
2027-01-16,Baerum ishall,U7,Jutul Hvit,Holmen Hockey Rød,0
2027-01-16,Baerum ishall,U7,Tønsberg,Jar Hvit,1
2027-01-16,Baerum ishall,U7,Sandefjord,Jar Rød,2
2027-01-16,Baerum ishall,U7,Jar Grønn,Frisk Asker 2,3
2026-09-05,Varner Arena / Askerhallen,U9,Frisk Asker 4,Holmen Hockey Rød,0
2026-09-05,Varner Arena / Askerhallen,U9,Frisk Asker 2,Tønsberg,1
2026-09-05,Varner Arena / Askerhallen,U9,Kongsberg,Jar Rød,2
2026-09-05,Varner Arena / Askerhallen,U9,Jutul Hvit,Holmen Hockey Sort,3
2026-09-05,Varner Arena / Askerhallen,U9,Frisk Asker 4,Tønsberg,0
2026-09-05,Varner Arena / Askerhallen,U9,Jar Rød,Holmen Hockey Rød,1
2026-09-05,Varner Arena / Askerhallen,U9,Holmen Hockey Sort,Frisk Asker 2,2
2026-09-05,Varner Arena / Askerhallen,U9,Jutul Hvit,Kongsberg,3
2026-09-05,Varner Arena / Askerhallen,U9,Frisk Asker 4,Jar Rød,0
2026-09-05,Varner Arena / Askerhallen,U9,Tønsberg,Holmen Hockey Sort,1
2026-09-05,Varner Arena / Askerhallen,U9,Holmen Hockey Rød,Jutul Hvit,2
2026-09-05,Varner Arena / Askerhallen,U9,Frisk Asker 2,Kongsberg,3
2026-09-05,Varner Arena / Askerhallen,U9,Frisk Asker 4,Holmen Hockey Sort,0
2026-09-05,Varner Arena / Askerhallen,U9,Jutul Hvit,Jar Rød,1
2026-09-05,Varner Arena / Askerhallen,U9,Kongsberg,Tønsberg,2
2026-09-05,Varner Arena / Askerhallen,U9,Frisk Asker 2,Holmen Hockey Rød,3
2026-09-05,Varner Arena / Askerhallen,U9,Frisk Asker 4,Jutul Hvit,0
2026-09-05,Varner Arena / Askerhallen,U9,Holmen Hockey Sort,Kongsberg,1
2026-09-05,Varner Arena / Askerhallen,U9,Jar Rød,Frisk Asker 2,2
2026-09-05,Varner Arena / Askerhallen,U9,Tønsberg,Holmen Hockey Rød,3
2026-09-05,Varner Arena / Askerhallen,U9,Frisk Asker 4,Kongsberg,0
2026-09-05,Varner Arena / Askerhallen,U9,Frisk Asker 2,Jutul Hvit,1
