date,arena,age_group,host_club,team_count,game_count,furthest_travel,cancelled,cancellation_reason
2026-09-05,Baerum ishall,JU12,Jutul,4,6,Tønsberg~92km,nei,
2026-09-05,Varner Arena / Askerhallen,U12,Frisk Asker,4,6,Tønsberg Grå~82km,nei,
2027-04-10,Varner Arena / Askerhallen,U8,Frisk Asker,8,28,Ringerike 2~50km,nei,
2027-01-23,Ringerikshallen,U9,Ringerike,8,28,Sandefjord~150km,nei,
2027-01-31,Baerum ishall,U11,Jutul,6,15,Skien~121km,nei,
2026-09-06,Holmenkollen ishall,U12,Holmen,4,6,Tønsberg Hvit~83km,nei,
2026-09-12,Baerum ishall,JU10,Jutul,6,15,Skien~121km,nei,
2026-09-12,Sandefjord ishall,U11,Sandefjord Penguins,6,15,Jar Grønn~114km,nei,
2026-09-12,Baerum ishall,U12,Jutul,4,6,Tønsberg Rød~92km,nei,
2026-09-12,Baerum ishall,U7,Jutul,8,28,Tønsberg~92km,nei,
2026-09-13,Baerum ishall,JU12,Jutul,4,6,Ringerike 2~44km,nei,
2026-09-13,Baerum ishall,U10,Jutul,6,15,Kongsberg~73km,nei,
2026-09-13,Baerum ishall,U11,Jutul,6,15,Sandefjord~114km,nei,
2026-10-25,Skien ishall,JU8,Skien,7,21,Ringerike 1~147km,nei,
2026-11-14,Jarhallen,U11,Jar,6,15,Skien~122km,nei,
2026-09-19,Holmenkollen ishall,U12,Holmen,4,6,Ringerike 1~49km,nei,
2026-09-19,Sandefjord ishall,U8,Sandefjord Penguins,8,28,Ringerike 2~150km,nei,
2026-09-20,Baerum ishall,JU12,Jutul,4,6,Skien~121km,nei,
2026-09-20,Baerum ishall,U10,Jutul,6,15,Tønsberg~92km,nei,
2026-09-20,Ringerikshallen,U12,Ringerike,4,6,Tønsberg Hvit~131km,nei,
2026-09-26,Ringerikshallen,U10,Ringerike,6,15,Frisk Asker 3~50km,nei,
2026-09-26,Varner Arena / Askerhallen,U11,Frisk Asker,6,15,Skien~109km,nei,
2026-09-26,Baerum ishall,U12,Jutul,4,6,Tønsberg Grå~92km,nei,
2026-09-26,Holmenkollen ishall,U9,Holmen,8,28,Sandefjord~104km,nei,
2026-10-10,Skien ishall,JU12,Skien,4,6,Ringerike 1~147km,nei,
2026-09-27,Baerum ishall,U11,Jutul,6,15,Tønsberg Grå~92km,nei,
2027-04-11,Varner Arena / Askerhallen,U7,Frisk Asker,8,28,Sandefjord~103km,nei,
2026-10-03,Varner Arena / Askerhallen,U11,Frisk Asker,6,15,Sandefjord~103km,nei,
2026-10-03,Varner Arena / Askerhallen,U12,Frisk Asker,4,6,Tønsberg Grå~82km,nei,
2026-10-03,Baerum ishall,U8,Jutul,8,28,Kongsberg~73km,nei,
