date,arena,age_group,host_club,team_count,game_count,furthest_travel,cancelled,cancellation_reason
2026-10-10,Askerhallen,U10,Frisk Asker,6,15,Kongsberg~62km,nei,
2026-10-10,Askerhallen,U11,Frisk Asker,6,15,Tønsberg Grå~82km,nei,
2026-10-10,Tonsberghallen,U12,Tønsberg,4,6,Jar Blå~92km,nei,
2026-10-11,Ringerikshallen,JU12,Ringerike,4,6,Frisk Asker Orange~50km,nei,
2026-10-11,Baerum ishall,U11,Jutul,6,15,Tønsberg Hvit~92km,nei,
2026-10-11,Askerhallen,U12,Frisk Asker,4,6,Tønsberg Hvit~82km,nei,
2026-10-11,Bugården ishall,U8,Sandefjord Penguins,8,28,Ringerike 1~150km,nei,
2026-10-11,Skien ishall,U9,Skien,8,28,Ringerike 1~147km,nei,
2026-10-17,Askerhallen,JU12,Frisk Asker,4,6,Skien~109km,nei,
2026-10-17,Askerhallen,U10,Frisk Asker,6,15,Tønsberg~82km,nei,
2026-10-17,Tonsberghallen,U11,Tønsberg,6,15,Jar Gul~92km,nei,
2026-10-17,Holmenkollen ishall,U12,Holmen,4,6,Tønsberg Rød~83km,nei,
2026-10-18,Ringerikshallen,JU10,Ringerike,6,15,Skien~147km,nei,
2026-10-18,Baerum ishall,JU12,Jutul,4,6,Skien~121km,nei,
2026-10-18,Askerhallen,U10,Frisk Asker,6,15,Ringerike 3~50km,nei,
2026-10-18,Kongsberghallen,U11,Kongsberg,6,15,Tønsberg Grå~80km,nei,
2026-10-18,Baerum ishall,U12,Jutul,4,6,Kongsberg~73km,nei,
2026-10-24,Holmenkollen ishall,U10,Holmen,6,15,Ringerike 4~49km,nei,
2026-10-24,Bugården ishall,U11,Sandefjord Penguins,6,15,Jar Rød~114km,nei,
2026-10-24,Askerhallen,U12,Frisk Asker,4,6,Tønsberg Rød~82km,nei,
2026-10-24,Askerhallen,U8,Frisk Asker,8,28,Tønsberg~82km,nei,
2026-10-24,Holmenkollen ishall,U9,Holmen,8,28,Tønsberg~83km,nei,
2026-10-25,Askerhallen,JU12,Frisk Asker,4,6,Skien~109km,nei,
2026-10-25,Baerum ishall,JU8,Jutul,5,10,Skien~121km,nei,
2026-10-25,Ringerikshallen,U10,Ringerike,6,15,Tønsberg~131km,nei,
2026-10-25,Askerhallen,U11,Frisk Asker,6,15,Sandefjord~103km,nei,
2026-10-25,Baerum ishall,U12,Jutul,4,6,Ringerike 1~44km,nei,
2026-10-31,Skien ishall,JU10,Skien,6,15,Ringerike 1~147km,nei,
2026-10-31,Askerhallen,JU12,Frisk Asker,4,6,Skien~109km,nei,
2026-10-31,Holmenkollen ishall,U10,Holmen,6,15,Kongsberg~64km,nei,
2026-10-31,Holmenkollen ishall,U11,Holmen,6,15,Skien~111km,nei,
2026-10-31,Tonsberghallen,U12,Tønsberg,4,6,Jar Rød~92km,nei,
2026-11-01,Baerum ishall,U10,Jutul,6,15,Ringerike 1~44km,nei,
2026-11-01,Askerhallen,U11,Frisk Asker,6,15,Tønsberg Hvit~82km,nei,
2026-11-01,Askerhallen,U12,Frisk Asker,4,6,Tønsberg Hvit~82km,nei,
2026-11-01,Holmenkollen ishall,U8,Holmen,8,28,Ringerike 1~49km,nei,
2026-11-01,Bugården ishall,U9,Sandefjord Penguins,8,28,Ringerike 1~150km,nei,
2026-11-07,Askerhallen,JU12,Frisk Asker,4,6,Ringerike 2~50km,nei,
2026-11-07,Askerhallen,U10,Frisk Asker,6,15,Ringerike 2~50km,nei,
2026-11-07,Askerhallen,U11,Frisk Asker,6,15,Skien~109km,nei,
2026-11-07,Tonsberghallen,U12,Tønsberg,4,6,Ringerike 2~131km,nei,
2026-11-08,Askerhallen,U10,Frisk Asker,6,15,Ringerike 2~50km,nei,
2026-11-08,Askerhallen,U11,Frisk Asker,6,15,Sandefjord~103km,nei,
2026-11-08,Askerhallen,U12,Frisk Asker,4,6,Tønsberg Hvit~82km,nei,
2026-11-08,Holmenkollen ishall,U8,Holmen,8,28,Sandefjord~104km,nei,
2026-11-08,Baerum ishall,U9,Jutul,8,28,Skien~121km,nei,
2026-11-14,Ringerikshallen,JU12,Ringerike,4,6,Frisk Asker Orange~50km,nei,
2026-11-14,Holmenkollen ishall,U10,Holmen,6,15,Tønsberg~83km,nei,
2026-11-14,Askerhallen,U11,Frisk Asker,6,15,Kongsberg~62km,nei,
2026-11-14,Baerum ishall,U12,Jutul,4,6,Ringerike 2~44km,nei,
2026-11-14,Askerhallen,U8,Frisk Asker,8,28,Skien~109km,nei,
2026-11-15,Ringerikshallen,JU12,Ringerike,4,6,Frisk Asker Orange~50km,nei,
2026-11-15,Ringerikshallen,U10,Ringerike,6,15,Kongsberg~85km,nei,
2026-11-15,Jarhallen,U11,Jar,6,15,Tønsberg Grå~92km,nei,
2026-11-15,Holmenkollen ishall,U12,Holmen,4,6,Tønsberg Grå~83km,nei,
2026-11-15,Baerum ishall,U8,Jutul,8,28,Skien~121km,nei,
2026-11-21,Skien ishall,JU12,Skien,4,6,Ringerike 1~147km,nei,
2026-11-21,Askerhallen,U10,Frisk Asker,6,15,Ringerike 3~50km,nei,
2026-11-21,Tonsberghallen,U11,Tønsberg,6,15,Ringerike 1~131km,nei,
2026-11-21,Jarhallen,U12,Jar,4,6,Tønsberg Rød~92km,nei,
2026-11-21,Baerum ishall,U9,Jutul,8,28,Skien~121km,nei,
2026-11-22,Askerhallen,JU10,Frisk Asker,6,15,Skien~109km,nei,
2026-11-22,Ringerikshallen,JU8,Ringerike,5,10,Skien~147km,nei,
2026-11-22,Ringerikshallen,U10,Ringerike,6,15,Frisk Asker 6~50km,nei,
